"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.159880583E0,5.550457764E-1,3.396886139E0,9.014254761E0
4.169927583E0,6.342311096E-1,3.459156647E0,8.984915771E0
4.179973583E0,6.730004883E-1,3.527115326E0,9.163045349E0
4.190020583E0,6.619235229E-1,3.477119293E0,9.256600800E0
4.200066583E0,6.402186584E-1,3.393592987E0,9.285939789E0
4.210113583E0,5.959107971E-1,3.333418121E0,9.373358002E0
4.220159583E0,5.999523926E-1,3.324137421E0,9.361382904E0
4.230206583E0,5.992039490E-1,3.366499329E0,9.313482513E0
4.240252583E0,5.539979553E-1,3.353177032E0,9.159602509E0
4.250299583E0,5.438191223E-1,3.341052246E0,9.077273712E0
4.260346583E0,6.322851562E-1,3.378025360E0,9.220226440E0
4.270392583E0,6.442602539E-1,3.419339447E0,9.343420258E0
4.280439583E0,6.255491638E-1,3.399131470E0,9.329499207E0
4.290485583E0,5.785469055E-1,3.310964813E0,9.377698975E0
4.300532583E0,5.113366699E-1,3.238365784E0,9.351802826E0
4.310578583E0,4.317022705E-1,3.190615082E0,9.262438660E0
4.320625583E0,4.417314148E-1,3.207978973E0,9.195677490E0
4.330671583E0,4.800517273E-1,3.260370026E0,9.041947174E0
4.340718583E0,4.763095093E-1,3.359913025E0,8.921447754E0
4.350765583E0,4.848417664E-1,3.391647034E0,8.897048492E0
4.360811583E0,5.315446472E-1,3.378923492E0,8.918304291E0
4.370858583E0,5.905220032E-1,3.386407928E0,9.008267212E0
4.380904583E0,6.361770630E-1,3.403771820E0,9.121282196E0
4.390951583E0,6.581813049E-1,3.389401703E0,9.202712860E0
4.400997583E0,6.201603699E-1,3.332519989E0,9.311835938E0
4.411044583E0,6.071374512E-1,3.260519714E0,9.491612091E0
4.421090583E0,5.390290833E-1,3.182531891E0,9.581724701E0
4.431137583E0,4.763095093E-1,3.152594147E0,9.454339600E0
4.441184583E0,4.321513367E-1,3.215613098E0,9.265432434E0
4.451230583E0,4.920268250E-1,3.305426331E0,9.133556671E0
4.461277583E0,5.887257385E-1,3.379821625E0,9.099128265E0
4.471323583E0,6.274951172E-1,3.379522247E0,9.118887177E0
4.481370583E0,5.846841431E-1,3.344495087E0,9.195677490E0
4.491416583E0,5.908213806E-1,3.303480377E0,9.231153717E0
4.501463583E0,6.116281128E-1,3.337908783E0,9.144483948E0
4.511509583E0,6.366261292E-1,3.408861237E0,9.036109314E0
4.521556583E0,6.457571411E-1,3.432362366E0,8.979377289E0
4.531603583E0,7.023394775E-1,3.433110809E0,9.192983093E0
4.541649583E0,7.858657837E-1,3.413052521E0,9.529633026E0
4.551696583E0,6.794371033E-1,3.317102051E0,9.526339874E0
4.561742583E0,5.869294739E-1,3.298091583E0,9.388626251E0
4.571789583E0,4.927752686E-1,3.335064697E0,9.354946289E0
4.581835583E0,4.779560852E-1,3.331172791E0,9.352401581E0
4.591882583E0,4.872367859E-1,3.315904541E0,9.496551819E0
4.601928583E0,4.426295471E-1,3.275189209E0,9.606273651E0
4.611975583E0,3.526666260E-1,3.236569519E0,9.569150848E0
4.622021583E0,2.712359619E-1,3.249293060E0,9.371561737E0
4.632068583E0,2.628533936E-1,3.307671661E0,9.124126282E0
4.642115583E0,2.371069336E-1,3.340752869E0,9.020242310E0
4.652161583E0,2.210902405E-1,3.391048279E0,9.203311615E0
4.662208583E0,2.556683350E-1,3.399580536E0,9.243128815E0
4.672254583E0,1.971400452E-1,3.357667694E0,9.165140991E0
4.682301583E0,1.784289551E-1,3.324885864E0,9.150471497E0
4.692347583E0,2.257305908E-1,3.324885864E0,9.124126282E0
4.702394583E0,1.576222229E-1,3.350482635E0,9.211245117E0
4.712440583E0,2.049238586E-1,3.321443024E0,9.124425659E0
4.722487583E0,9.699829102E-2,3.294199677E0,8.961115265E0
4.732534583E0,9.430389404E-3,3.326981506E0,8.920100555E0
4.742580583E0,9.280700684E-3,3.345393219E0,8.963061218E0
4.752627583E0,-4.355941772E-2,3.335513763E0,9.178912354E0
4.762673125E0,-5.239105225E-3,3.228486328E0,9.282197571E0
4.772720125E0,-1.520837402E-1,3.143014069E0,9.177714844E0
4.782766125E0,-1.830693054E-1,3.112477570E0,9.104517059E0
4.792813125E0,-1.393601990E-1,3.118614807E0,8.896898804E0
4.802859125E0,-1.062789917E-2,3.181633759E0,8.741821289E0
4.812906125E0,1.071771240E-1,3.267854462E0,8.947194214E0
4.822952125E0,4.984634399E-2,3.345393219E0,9.004974060E0
4.832999125E0,-6.421646118E-2,3.315305786E0,8.789422302E0
4.843046125E0,-1.417552185E-1,3.185076599E0,8.613388367E0
4.853092125E0,-9.834548950E-2,3.125051422E0,8.464897156E0
4.863139125E0,-3.607498169E-2,3.201093292E0,8.478668518E0
4.873185125E0,-1.811233521E-2,3.325783997E0,8.491691437E0
4.883232125E0,5.119354248E-2,3.326382751E0,8.629704437E0
4.893278125E0,1.140628052E-1,3.278781738E0,8.841364288E0
4.903325125E0,2.210902405E-1,3.263663177E0,9.014554138E0
4.913371125E0,2.453398132E-1,3.199147339E0,9.129664764E0
4.923418125E0,1.815724182E-1,3.072660370E0,9.158554688E0
4.933465125E0,2.721340942E-1,3.003653870E0,9.225615234E0
4.943511125E0,4.071533203E-1,2.998564453E0,9.446555786E0
4.953558125E0,4.616400146E-1,3.124452667E0,9.675280151E0
4.963604125E0,4.790039062E-1,3.157084808E0,9.605525208E0
4.973651125E0,3.616479492E-1,2.992726593E0,9.178163910E0
4.983697125E0,3.129991150E-1,2.931204529E0,8.997489624E0
4.993744125E0,3.498225403E-1,3.000660095E0,9.367520142E0
5.003790125E0,3.718267822E-1,2.991229706E0,9.617500305E0
5.013837125E0,2.890489197E-1,2.913391571E0,9.541757812E0
5.023884125E0,3.224295044E-1,2.792143707E0,9.328002319E0
5.033930125E0,3.477268982E-1,2.896327057E0,9.299860840E0
5.043977125E0,4.281097412E-1,2.914589081E0,9.492510223E0
5.054023125E0,7.213499451E-1,3.007246399E0,9.682465210E0
5.064070125E0,5.155279541E-1,3.492686920E0,9.779463501E0
5.074116125E0,4.366419983E-1,3.810326385E0,9.872120819E0
5.084163125E0,6.497987366E-1,3.819158020E0,9.763147430E0
5.094209125E0,9.627978516E-1,3.597469025E0,9.421707458E0
5.104256125E0,9.785151672E-1,3.419339447E0,9.039851532E0
5.114302125E0,5.638774109E-1,3.206182709E0,8.685388641E0
5.124349125E0,2.020797729E-2,2.867287445E0,8.429570618E0
5.134396125E0,-2.673440552E-1,2.516267395E0,8.540489960E0
5.144442125E0,-3.311114502E-1,2.298021240E0,8.638685760E0
5.154489125E0,-3.222798157E-1,2.171983337E0,8.336164856E0
5.164535125E0,-2.564167786E-1,1.949994965E0,7.911797333E0
5.174582125E0,1.478924561E-1,1.876797180E0,7.842341766E0
5.184628125E0,6.861730957E-1,2.082020416E0,8.180039520E0
5.194675125E0,9.711804199E-1,2.293380890E0,8.651109924E0
5.204721125E0,1.291813660E0,2.365381165E0,9.026978302E0
5.214768125E0,1.562750244E0,2.369572449E0,9.154812469E0
5.224815125E0,1.578317871E0,2.274819489E0,9.195827179E0
5.234861125E0,1.694476318E0,2.194885712E0,9.222322083E0
5.244908125E0,1.881437531E0,2.148631897E0,9.162296906E0
5.254954125E0,2.062710571E0,1.998344421E0,9.073381805E0
5.265001125E0,2.420765991E0,2.006726990E0,9.215286713E0
5.275047125E0,2.756517792E0,2.345472565E0,9.583970032E0
5.285094125E0,2.589764557E0,2.676584015E0,1.017149826E1
5.295140125E0,2.197131042E0,2.822979584E0,1.080019089E1
5.305187125E0,1.964365082E0,2.925815735E0,1.129431335E1
5.315234125E0,1.879042511E0,2.917882233E0,1.164593216E1
5.325280125E0,1.794169006E0,2.800376587E0,1.177571228E1
5.335327125E0,1.684147797E0,2.608924713E0,1.160416901E1
5.345373125E0,1.546134796E0,2.512525177E0,1.123234222E1
5.355420125E0,1.137185211E0,2.552941132E0,1.046234344E1
5.365466125E0,6.819818115E-1,2.588417358E0,9.717192993E0
5.375513125E0,4.697232056E-1,2.664608917E0,9.138646088E0
5.385559125E0,3.745211792E-1,2.836301880E0,8.760682068E0
5.395606125E0,1.880090332E-1,3.105891266E0,8.614436188E0
5.405653125E0,-1.796264648E-1,3.494782562E0,8.543334045E0
5.415699125E0,-7.090754700E-1,3.961212616E0,8.256231079E0
5.425746125E0,-1.253193970E0,4.288132782E0,7.907007294E0
5.435792125E0,-1.411115570E0,4.362827454E0,7.674540710E0
5.445839125E0,-1.234931946E0,4.299359436E0,7.507338409E0
5.455885125E0,-1.057700500E0,4.257147217E0,7.489375763E0
5.465932125E0,-9.876461792E-1,4.431983643E0,7.652835846E0
5.475978125E0,-1.095122681E0,4.766088867E0,7.974367218E0
5.486025125E0,-1.282682648E0,5.047803040E0,8.542735291E0
5.496071125E0,-1.231189728E0,5.114564209E0,9.143136749E0
5.506118125E0,-9.279203796E-1,4.812492371E0,9.563762054E0
5.516165125E0,-6.099815369E-1,4.408482513E0,9.818382568E0
5.526211125E0,-4.192781067E-1,4.166435852E0,1.000609222E1
5.536258125E0,-4.534071350E-1,4.015549622E0,9.966574402E0
5.546304125E0,-6.242019653E-1,3.864962769E0,9.707762604E0
5.556351125E0,-8.274792480E-1,3.902684326E0,9.511670380E0
5.566397125E0,-1.154848480E0,4.103716278E0,9.476643219E0
5.576444125E0,-1.596729584E0,4.215234375E0,9.575587463E0
5.586490125E0,-1.941612396E0,4.328848114E0,9.642198944E0
5.596537125E0,-2.159259796E0,4.298760681E0,9.427245941E0
5.606584125E0,-2.135309601E0,4.119283905E0,8.874595184E0
5.616630125E0,-2.037413177E0,3.950734406E0,8.270750885E0
5.626677125E0,-1.852547607E0,3.869902496E0,7.838599548E0
5.636723125E0,-1.718725891E0,3.913012848E0,7.871082001E0
5.646770125E0,-1.775008850E0,4.098028107E0,8.356522522E0
5.656816125E0,-1.763033752E0,4.298760681E0,8.913364563E0
5.666863125E0,-1.708247681E0,4.399501190E0,9.260193329E0
5.676909125E0,-1.561852112E0,4.401447144E0,9.236841888E0
5.686956125E0,-1.585802307E0,4.433630219E0,9.064101105E0
5.697002125E0,-1.817670135E0,4.566104736E0,8.877439270E0
5.707049125E0,-1.882934418E0,4.719984741E0,8.878936157E0
5.717096125E0,-1.815574493E0,4.867877197E0,8.914861450E0
5.727142125E0,-1.807341614E0,4.971162415E0,8.772657166E0
5.737189125E0,-1.733245697E0,5.017416229E0,8.561596069E0
5.747235125E0,-1.641486511E0,4.963079224E0,8.249495087E0
5.757282208E0,-1.687890015E0,4.983137512E0,7.955057373E0
5.767328208E0,-1.808539124E0,4.981640625E0,7.674690399E0
5.777375208E0,-2.097288666E0,5.000501404E0,7.429500275E0
5.787421208E0,-2.462978210E0,4.931943970E0,7.311395874E0
5.797468208E0,-2.760858765E0,4.891228638E0,7.364834747E0
5.807514208E0,-2.756218414E0,4.814588013E0,7.809859314E0
5.817561208E0,-2.583028564E0,4.740043030E0,8.317603455E0
5.827608208E0,-2.341730347E0,4.616400146E0,8.707243195E0
5.837654208E0,-2.063608704E0,4.566404114E0,9.095086670E0
5.847701208E0,-1.925745392E0,4.644541626E0,9.161398773E0
5.857747208E0,-1.894310760E0,4.732857971E0,8.851094055E0
5.867794208E0,-1.956431580E0,4.853507080E0,8.415200500E0
5.877840208E0,-2.038011932E0,4.966072998E0,7.949219513E0
5.887887208E0,-2.128723297E0,5.035229187E0,7.653883667E0
5.897933208E0,-2.252815247E0,5.104684753E0,7.605683899E0
5.907980208E0,-2.339035950E0,5.120701447E0,7.897726593E0
5.918027208E0,-2.346969452E0,5.062472534E0,8.293503571E0
5.928073208E0,-2.203717346E0,4.956941986E0,8.629255371E0
5.938120208E0,-2.203567657E0,4.864284668E0,8.760233002E0
5.948166208E0,-2.399061127E0,4.757107544E0,8.533604279E0
5.958213208E0,-2.708168335E0,4.705315247E0,8.221503296E0
5.968259208E0,-2.805466003E0,4.574487305E0,7.913144531E0
5.978306208E0,-2.761457520E0,4.526586914E0,7.764204254E0
5.988352208E0,-2.646945648E0,4.700674896E0,7.862699432E0
5.998399208E0,-2.475102997E0,4.914280701E0,8.052804108E0
6.008445208E0,-2.293231201E0,4.962480469E0,8.113428040E0
6.018492208E0,-2.190694427E0,4.875511322E0,8.021369476E0
6.028539208E0,-2.250120850E0,4.757257233E0,7.910150757E0
6.038585208E0,-2.352208557E0,4.607418823E0,7.942034454E0
6.048632208E0,-2.430046692E0,4.577930145E0,8.112080841E0
6.058678208E0,-2.536625061E0,4.644990692E0,8.341853027E0
6.068725208E0,-2.514022064E0,4.794829102E0,8.719218292E0
6.078771208E0,-2.415676575E0,4.966522064E0,9.017398224E0
6.088818208E0,-2.331252136E0,5.075196075E0,9.197024689E0
6.098864208E0,-2.324965210E0,5.051395569E0,8.762777710E0
6.108911208E0,-2.493814087E0,4.983885956E0,7.723488922E0
6.118957208E0,-2.644700317E0,4.904251556E0,7.236102448E0
6.129004208E0,-2.636617126E0,4.668192444E0,7.449109497E0
6.139051208E0,-2.730471954E0,4.483177185E0,7.639214172E0
6.149097208E0,-2.876867523E0,4.651876373E0,7.682474213E0
6.159144208E0,-2.885100403E0,4.987328796E0,7.688312073E0
6.169190208E0,-2.746039581E0,5.060975647E0,7.685467987E0
6.179237208E0,-2.796185303E0,4.890031128E0,7.564070435E0
6.189283208E0,-2.896476746E0,4.830455017E0,7.267237701E0
6.199330208E0,-3.012784882E0,4.853806458E0,6.925198975E0
6.209376208E0,-2.989433441E0,4.901856537E0,6.860982513E0
6.219423208E0,-2.779420166E0,4.974156189E0,7.085814972E0
6.229469208E0,-2.422861633E0,5.003794556E0,7.427704010E0
6.239516208E0,-2.100132751E0,4.906197510E0,7.872429199E0
6.249563208E0,-1.875899048E0,4.762646027E0,8.287366333E0
6.259609208E0,-1.665436707E0,4.504732361E0,8.656798096E0
6.269656208E0,-1.593137054E0,4.352349243E0,9.002129974E0
6.279702208E0,-1.871109009E0,4.312082977E0,9.126521301E0
6.289749208E0,-2.161804504E0,4.258644104E0,9.091943207E0
6.299795208E0,-2.236798553E0,4.290527802E0,9.070388031E0
6.309842208E0,-2.301164703E0,4.277504883E0,9.056017914E0
6.319888208E0,-2.413730621E0,4.231700134E0,9.011710052E0
6.329935208E0,-2.415975952E0,4.080813904E0,8.965456238E0
6.339981208E0,-2.293081512E0,3.975732422E0,8.970994720E0
6.350028208E0,-2.084265747E0,3.868255920E0,8.924291840E0
6.360074208E0,-1.892963562E0,3.838467865E0,8.812174988E0
6.370121208E0,-1.805545349E0,3.913312225E0,8.763226776E0
6.380168208E0,-1.815275116E0,4.042493591E0,8.622369690E0
6.390214208E0,-1.917213135E0,4.187841339E0,8.583300934E0
6.400261208E0,-1.954335938E0,4.231550446E0,8.627608795E0
6.410307208E0,-2.007475433E0,4.195176086E0,8.676257629E0
6.420354208E0,-2.046544189E0,4.214934998E0,8.771309967E0
6.430400208E0,-2.004781036E0,4.131708069E0,8.725205841E0
6.440447208E0,-1.876048737E0,3.979324951E0,8.740623779E0
6.450493208E0,-1.710792389E0,3.816763000E0,8.716523895E0
6.460540208E0,-1.632654877E0,3.784879303E0,8.745264130E0
6.470586208E0,-1.648970947E0,3.755091248E0,8.796757050E0
6.480633208E0,-1.681303711E0,3.777394867E0,8.738228760E0
6.490680208E0,-1.742676086E0,3.863016815E0,8.742719421E0
6.500726208E0,-1.694476318E0,3.904480591E0,8.823551331E0
6.510773208E0,-1.538500671E0,3.911515961E0,8.825796661E0
6.520819208E0,-1.400337982E0,3.931723938E0,8.786578217E0
6.530866208E0,-1.374890900E0,3.947291565E0,8.742869110E0
6.540912208E0,-1.387614441E0,3.957320709E0,8.780440979E0
6.550959208E0,-1.313518524E0,3.944297791E0,8.883726196E0
6.561005208E0,-1.253493347E0,3.915108490E0,8.851842499E0
6.571052208E0,-1.236428833E0,3.873644714E0,8.810977478E0
6.581098208E0,-1.244512024E0,3.858825531E0,8.857680359E0
6.591145208E0,-1.270707550E0,3.867956543E0,8.943152618E0
6.601191208E0,-1.307081909E0,3.859424286E0,9.114845581E0
6.611238208E0,-1.301244049E0,3.765719147E0,9.341623993E0
6.621285208E0,-1.246757355E0,3.518433380E0,9.424102478E0
6.631331208E0,-1.190175018E0,3.269051971E0,9.307644653E0
6.641378208E0,-1.107397156E0,3.106040955E0,9.040300598E0
6.651424208E0,-1.141077118E0,3.087030487E0,8.765322418E0
6.661471208E0,-1.219364319E0,3.197351074E0,8.550668793E0
6.671517208E0,-1.361867981E0,3.369343414E0,8.558602295E0
6.681564208E0,-1.427880707E0,3.654201050E0,8.749455414E0
6.691610208E0,-1.300345917E0,3.863765259E0,8.988957367E0
6.701657208E0,-1.158441010E0,3.867657166E0,9.244326324E0
6.711703208E0,-9.877958679E-1,3.666924591E0,9.476643219E0
6.721750208E0,-8.102650452E-1,3.194656677E0,9.438173218E0
6.731796208E0,-7.997868347E-1,2.646945648E0,9.221873016E0
6.741843208E0,-9.990225220E-1,2.312990112E0,9.158854065E0
6.751890208E0,-1.357527008E0,2.311193848E0,9.401200104E0
6.761936125E0,-1.511556702E0,2.491419067E0,9.735904083E0
6.771983125E0,-1.422342224E0,2.665207672E0,1.004231689E1
6.782029125E0,-1.155746613E0,2.757864990E0,1.015188904E1
6.792076125E0,-9.187893677E-1,2.795436859E0,1.006462051E1
6.802122125E0,-7.665559387E-1,2.836002502E0,9.799222412E0
6.812169125E0,-6.700067139E-1,2.830314331E0,9.367071075E0
6.822215125E0,-7.153623962E-1,2.829416199E0,8.997938690E0
6.832262125E0,-9.119036865E-1,2.946772156E0,8.895102539E0
6.842308125E0,-1.065035248E0,3.157683563E0,8.958420868E0
6.852355125E0,-1.051263885E0,3.429368591E0,9.000782776E0
6.862401125E0,-1.000220032E0,3.474873962E0,9.134155426E0
6.872448125E0,-8.975335693E-1,3.258873138E0,9.341324615E0
6.882495125E0,-7.789801025E-1,2.999761963E0,9.450148315E0
6.892541125E0,-6.497987366E-1,2.833906860E0,9.526190186E0
6.902588125E0,-5.861810303E-1,2.791245575E0,9.594298553E0
6.912634125E0,-7.123686218E-1,2.690804443E0,9.436826019E0
6.922681125E0,-8.306227112E-1,2.543810120E0,9.119186554E0
6.932727125E0,-1.006207581E0,2.513872375E0,8.866811371E0
6.942774125E0,-1.213676147E0,2.624043274E0,8.830736389E0
6.952820125E0,-1.275347900E0,2.833906860E0,8.970246277E0
6.962867125E0,-1.191522217E0,3.004252625E0,9.072932739E0
6.972913125E0,-1.033600616E0,3.117716675E0,9.138346710E0
6.982960125E0,-8.445437622E-1,3.258274384E0,9.165140991E0
6.993006125E0,-6.060896301E-1,3.359763336E0,9.114396515E0
7.003053125E0,-4.770579529E-1,3.284918976E0,9.016949158E0
7.013100125E0,-3.781137085E-1,3.152444458E0,9.012907562E0
7.023146125E0,-4.074526978E-1,3.083288269E0,9.084009705E0
7.033193125E0,-5.108876038E-1,3.024310913E0,9.159003754E0
7.043239125E0,-6.408174133E-1,3.004252625E0,9.308393097E0
7.053286125E0,-7.183561707E-1,3.024161224E0,9.437424774E0
7.063332125E0,-7.185058594E-1,3.045566711E0,9.450148315E0
7.073379125E0,-6.727011108E-1,3.031495972E0,9.371561737E0
7.083425125E0,-7.408094788E-1,3.032394104E0,9.294621735E0
7.093472125E0,-7.614665222E-1,3.059787140E0,9.339678040E0
7.103518125E0,-7.481442261E-1,2.969973907E0,9.405990143E0
7.113565125E0,-7.613168335E-1,2.763702850E0,9.466015320E0
7.123611125E0,-7.426057434E-1,2.534230042E0,9.535470886E0
7.133658125E0,-6.439608765E-1,2.379601593E0,9.651329956E0
7.143704125E0,-5.438191223E-1,2.354304199E0,9.654323730E0
7.153751125E0,-5.135820007E-1,2.451901245E0,9.552236023E0
7.163798125E0,-5.604345703E-1,2.622247009E0,9.517807617E0
7.173844125E0,-5.664221191E-1,2.788102112E0,9.497150574E0
7.183891125E0,-5.303471375E-1,2.932102661E0,9.368567963E0
7.193937125E0,-4.584965515E-1,3.070415039E0,9.162446594E0
7.203984125E0,-3.833528137E-1,3.126248932E0,9.044491882E0
7.214030125E0,-3.541635132E-1,3.034639435E0,8.948092346E0
7.224077125E0,-3.312611389E-1,2.764750671E0,8.828790436E0
7.234123125E0,-4.290078735E-1,2.505190430E0,8.892108765E0
7.244170125E0,-5.397775269E-1,2.439177704E0,9.150172119E0
7.254216125E0,-5.664221191E-1,2.401306458E0,9.404642944E0
7.264263125E0,-4.845423889E-1,2.471211090E0,9.573042755E0
7.274309125E0,-3.748205566E-1,2.568059692E0,9.711804199E0
7.284356125E0,-2.734812927E-1,2.631527710E0,9.861941986E0
7.294403125E0,-2.107617188E-1,2.611619110E0,9.882299652E0
7.304449125E0,-2.029779053E-1,2.558928680E0,9.759854279E0
7.314496125E0,-2.037263489E-1,2.509381714E0,9.563612366E0
7.324542125E0,-2.267784119E-1,2.464325409E0,9.388925629E0
7.334589125E0,-2.965333557E-1,2.445165253E0,9.263935547E0
7.344635125E0,-3.650907898E-1,2.477048950E0,9.175319824E0
7.354682125E0,-3.944297791E-1,2.581831055E0,9.117989044E0
7.364728125E0,-3.761677551E-1,2.686762848E0,9.068591766E0
7.374775125E0,-2.912942505E-1,2.773731995E0,9.063202972E0
7.384821125E0,-1.468446350E-1,2.825224915E0,9.097332001E0
7.394868125E0,-9.445358276E-2,2.839595032E0,9.145531769E0
7.404914125E0,-1.046324158E-1,2.762954407E0,9.160500641E0
7.414961125E0,-2.091151428E-1,2.661465454E0,9.147926788E0
7.425007125E0,-3.296145630E-1,2.693498840E0,9.154213715E0
7.435054125E0,-4.040098572E-1,2.797532501E0,9.210496674E0
7.445100125E0,-4.242178345E-1,2.878813477E0,9.313931580E0
7.455147125E0,-4.086502075E-1,2.887794800E0,9.370813293E0
7.465194125E0,-2.984793091E-1,2.867437134E0,9.339228973E0
7.475240125E0,-1.243913269E-1,2.825673981E0,9.286987610E0
7.485287125E0,4.191284180E-3,2.641407166E0,9.132508850E0
7.495333125E0,-5.688171387E-3,2.446961517E0,8.968749390E0
7.505380125E0,-4.730163574E-2,2.350412292E0,9.017098846E0
7.515426125E0,-1.161584473E-1,2.368524628E0,9.201665039E0
7.525473125E0,-1.933978271E-1,2.445314941E0,9.444160767E0
7.535519125E0,-3.173400879E-1,2.530338135E0,9.743687897E0
7.545566125E0,-3.381468201E-1,2.583178253E0,1.010728180E1
7.555612125E0,-3.234773254E-1,2.589465179E0,1.037327866E1
7.565659125E0,-2.984793091E-1,2.587668915E0,1.048105453E1
7.575705125E0,-3.812571716E-1,2.549198914E0,1.046354095E1
7.585752125E0,-3.728746033E-1,2.357597351E0,1.029364426E1
7.595798125E0,-2.932402039E-1,2.201172638E0,1.008093658E1
7.605845125E0,-2.540217590E-1,2.180515594E0,9.855505371E0
7.615891125E0,-2.327659607E-1,2.298919373E0,9.622589722E0
7.625938125E0,-1.580712891E-1,2.435435486E0,9.425749054E0
7.635985125E0,-1.294807434E-1,2.609074402E0,9.351503448E0
7.646031125E0,-1.276844788E-1,2.796933746E0,9.392069092E0
7.656078125E0,-1.131646729E-1,2.910547485E0,9.557774506E0
7.666124125E0,-1.173559570E-1,2.986140289E0,9.802964630E0
7.676171125E0,-1.460961914E-1,2.980003052E0,1.010129425E1
7.686217125E0,-2.326162720E-1,3.011886749E0,1.052206924E1
7.696264125E0,-2.788700867E-1,3.169209595E0,1.088955505E1
7.706310125E0,-2.112107849E-1,3.297642517E0,1.106813370E1
7.716357125E0,-1.856140137E-2,3.228336639E0,1.097278198E1
7.726403125E0,1.721420288E-1,2.979104919E0,1.057775345E1
7.736450125E0,2.154020691E-1,2.707419891E0,1.013856674E1
7.746496125E0,1.044827271E-1,2.523302765E0,9.735754395E0
7.756543583E0,-2.694396973E-2,2.372266846E0,9.479487305E0
7.766589583E0,-1.686991882E-1,2.302362213E0,9.668544159E0
7.776636583E0,-2.634521484E-1,2.212548981E0,1.021386017E1
7.786682583E0,-3.023712158E-1,2.080673218E0,1.078522202E1
7.796729583E0,-3.429368591E-1,1.917213135E0,1.121557709E1
7.806776583E0,-4.926255798E-1,1.785487061E0,1.156270523E1
7.816822583E0,-7.601193237E-1,1.777553558E0,1.180041092E1
7.826869583E0,-9.369017029E-1,1.778002625E0,1.188288940E1
7.836915583E0,-9.635462952E-1,1.660197601E0,1.171688461E1
7.846962583E0,-9.053173828E-1,1.539847870E0,1.134086655E1
7.857008583E0,-8.717871094E-1,1.463506622E0,1.093535980E1
7.867055583E0,-8.702902222E-1,1.531764679E0,1.049273026E1
7.877101583E0,-8.830137634E-1,1.659449158E0,1.004695724E1
